Hour;AC Production;DC to AC loss
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0,013;0,001
9;0,233;0,026
10;0,428;0,048
11;0,619;0,069
12;0,853;0,095
13;0,735;0,082
14;0,513;0,057
15;0,269;0,030
16;0,013;0,001
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;0
24;0;0
25;0;0
26;0;0
27;0;0
28;0;0
29;0;0
30;0;0
31;0;0
32;0,035;0,004
33;0,703;0,078
34;1,487;0,165
35;2,237;0,249
36;2,486;0,276
37;2,402;0,267
38;1,403;0,156
39;0,634;0,070
40;0,020;0,002
41;0;0
42;0;0
43;0;0
44;0;0
45;0;0
46;0;0
47;0;0
48;0;0
49;0;0
50;0;0
51;0;0
52;0;0
53;0;0
54;0;0
55;0;0
56;0,036;0,004
57;0,838;0,093
58;1,994;0,222
59;2,916;0,324
60;3,338;0,371
61;3,362;0,374
62;2,804;0,312
63;1,782;0,198
64;0,076;0,008
65;0;0
66;0;0
67;0;0
68;0;0
69;0;0
70;0;0
71;0;0
72;0;0
73;0;0
74;0;0
75;0;0
76;0;0
77;0;0
78;0;0
79;0;0
80;0,036;0,004
81;0,718;0,080
82;1,530;0,170
83;2,233;0,248
84;2,669;0,297
85;2,357;0,262
86;2,693;0,299
87;1,547;0,172
88;0,110;0,012
89;0;0
90;0;0
91;0;0
92;0;0
93;0;0
94;0;0
95;0;0
96;0;0
97;0;0
98;0;0
99;0;0
100;0;0
101;0;0
102;0;0
103;0;0
104;0,044;0,005
105;0,775;0,086
106;1,760;0,196
107;2,766;0,307
108;2,983;0,331
109;2,487;0,276
110;2,210;0,246
111;1,391;0,155
112;0,076;0,008
113;0;0
114;0;0
115;0;0
116;0;0
117;0;0
118;0;0
119;0;0
120;0;0
121;0;0
122;0;0
123;0;0
124;0;0
125;0;0
126;0;0
127;0;0
128;0,013;0,001
129;0,655;0,073
130;1,384;0,154
131;2,059;0,229
132;2,212;0,246
133;1,968;0,219
134;1,392;0,155
135;0,558;0,062
136;0,020;0,002
137;0;0
138;0;0
139;0;0
140;0;0
141;0;0
142;0;0
143;0;0
144;0;0
145;0;0
146;0;0
147;0;0
148;0;0
149;0;0
150;0;0
151;0;0
152;0,036;0,004
153;0,891;0,099
154;2,119;0,235
155;3,069;0,341
156;3,572;0,397
157;3,520;0,391
158;2,935;0,326
159;1,911;0,212
160;0,092;0,010
161;0;0
162;0;0
163;0;0
164;0;0
165;0;0
166;0;0
167;0;0
168;0;0
169;0;0
170;0;0
171;0;0
172;0;0
173;0;0
174;0;0
175;0;0
176;0,013;0,001
177;0,163;0,018
178;0,367;0,041
179;0,434;0,048
180;0,491;0,055
181;0,482;0,054
182;0,367;0,041
183;0,199;0,022
184;0,020;0,002
185;0;0
186;0;0
187;0;0
188;0;0
189;0;0
190;0;0
191;0;0
192;0;0
193;0;0
194;0;0
195;0;0
196;0;0
197;0;0
198;0;0
199;0;0
200;0,044;0,005
201;0,699;0,078
202;1,633;0,181
203;2,077;0,231
204;2,321;0,258
205;1,992;0,221
206;1,165;0,129
207;0,716;0,080
208;0,027;0,003
209;0;0
210;0;0
211;0;0
212;0;0
213;0;0
214;0;0
215;0;0
216;0;0
217;0;0
218;0;0
219;0;0
220;0;0
221;0;0
222;0;0
223;0;0
224;0,013;0,001
225;0,287;0,032
226;0,530;0,059
227;0,801;0,089
228;0,902;0,100
229;0,882;0,098
230;0,620;0,069
231;0,471;0,052
232;0,061;0,007
233;0;0
234;0;0
235;0;0
236;0;0
237;0;0
238;0;0
239;0;0
240;0;0
241;0;0
242;0;0
243;0;0
244;0;0
245;0;0
246;0;0
247;0;0
248;0,013;0,001
249;0,402;0,045
250;0,747;0,083
251;1,716;0,191
252;1,901;0,211
253;3,599;0,400
254;2,908;0,323
255;2,275;0,253
256;0,110;0,012
257;0;0
258;0;0
259;0;0
260;0;0
261;0;0
262;0;0
263;0;0
264;0;0
265;0;0
266;0;0
267;0;0
268;0;0
269;0;0
270;0;0
271;0;0
272;0,013;0,001
273;0,326;0,036
274;0,642;0,071
275;0,855;0,095
276;0,958;0,106
277;0,907;0,101
278;0,703;0,078
279;0,405;0,045
280;0,044;0,005
281;0;0
282;0;0
283;0;0
284;0;0
285;0;0
286;0;0
287;0;0
288;0;0
289;0;0
290;0;0
291;0;0
292;0;0
293;0;0
294;0;0
295;0;0
296;0,006;0,001
297;0,352;0,039
298;0,643;0,071
299;0,791;0,088
300;0,921;0,102
301;0,879;0,098
302;0,561;0,062
303;0,330;0,037
304;0,028;0,003
305;0;0
306;0;0
307;0;0
308;0;0
309;0;0
310;0;0
311;0;0
312;0;0
313;0;0
314;0;0
315;0;0
316;0;0
317;0;0
318;0;0
319;0;0
320;0,013;0,001
321;0,301;0,033
322;1,013;0,113
323;0,922;0,102
324;0,673;0,075
325;2,505;0,278
326;2,609;0,290
327;2,214;0,246
328;0,289;0,032
329;0;0
330;0;0
331;0;0
332;0;0
333;0;0
334;0;0
335;0;0
336;0;0
337;0;0
338;0;0
339;0;0
340;0;0
341;0;0
342;0;0
343;0;0
344;0,036;0,004
345;0,302;0,034
346;0,191;0,021
347;0,340;0,038
348;1,586;0,176
349;1,699;0,189
350;1,758;0,195
351;1,392;0,155
352;0,594;0,066
353;0;0
354;0;0
355;0;0
356;0;0
357;0;0
358;0;0
359;0;0
360;0;0
361;0;0
362;0;0
363;0;0
364;0;0
365;0;0
366;0;0
367;0;0
368;0,119;0,013
369;0,826;0,092
370;1,657;0,184
371;3,209;0,357
372;2,726;0,303
373;2,164;0,240
374;0,406;0,045
375;0,143;0,016
376;0,043;0,005
377;0;0
378;0;0
379;0;0
380;0;0
381;0;0
382;0;0
383;0;0
384;0;0
385;0;0
386;0;0
387;0;0
388;0;0
389;0;0
390;0;0
391;0;0
392;0,067;0,007
393;0,909;0,101
394;2,005;0,223
395;2,315;0,257
396;2,620;0,291
397;2,619;0,291
398;2,560;0,284
399;1,911;0,212
400;0,601;0,067
401;0;0
402;0;0
403;0;0
404;0;0
405;0;0
406;0;0
407;0;0
408;0;0
409;0;0
410;0;0
411;0;0
412;0;0
413;0;0
414;0;0
415;0;0
416;0,035;0,004
417;0,614;0,068
418;1,279;0,142
419;2,134;0,237
420;2,445;0,272
421;2,599;0,289
422;2,254;0,250
423;2,185;0,243
424;1,080;0,120
425;0;0
426;0;0
427;0;0
428;0;0
429;0;0
430;0;0
431;0;0
432;0;0
433;0;0
434;0;0
435;0;0
436;0;0
437;0;0
438;0;0
439;0;0
440;0,027;0,003
441;0,360;0,040
442;0,751;0,083
443;1,064;0,118
444;1,326;0,147
445;0,874;0,097
446;0,690;0,077
447;0,303;0,034
448;0,058;0,006
449;0;0
450;0;0
451;0;0
452;0;0
453;0;0
454;0;0
455;0;0
456;0;0
457;0;0
458;0;0
459;0;0
460;0;0
461;0;0
462;0;0
463;0;0
464;0,084;0,009
465;1,012;0,112
466;2,009;0,223
467;2,731;0,303
468;2,600;0,289
469;2,628;0,292
470;2,386;0,265
471;2,011;0,223
472;0,849;0,094
473;0;0
474;0;0
475;0;0
476;0;0
477;0;0
478;0;0
479;0;0
480;0;0
481;0;0
482;0;0
483;0;0
484;0;0
485;0;0
486;0;0
487;0;0
488;0,020;0,002
489;0,160;0,018
490;0,311;0,035
491;0,459;0,051
492;0,487;0,054
493;0,487;0,054
494;0,402;0,045
495;0,274;0,030
496;0,091;0,010
497;0;0
498;0;0
499;0;0
500;0;0
501;0;0
502;0;0
503;0;0
504;0;0
505;0;0
506;0;0
507;0;0
508;0;0
509;0;0
510;0;0
511;0;0
512;0,051;0,006
513;0,775;0,086
514;0,890;0,099
515;1,167;0,130
516;1,567;0,174
517;1,527;0,170
518;1,309;0,145
519;0,222;0,025
520;0,043;0,005
521;0;0
522;0;0
523;0;0
524;0;0
525;0;0
526;0;0
527;0;0
528;0;0
529;0;0
530;0;0
531;0;0
532;0;0
533;0;0
534;0;0
535;0;0
536;0,060;0,007
537;0,110;0,012
538;1,208;0,134
539;2,554;0,284
540;1,636;0,182
541;2,137;0,237
542;3,075;0,342
543;2,544;0,283
544;0,718;0,080
545;0;0
546;0;0
547;0;0
548;0;0
549;0;0
550;0;0
551;0;0
552;0;0
553;0;0
554;0;0
555;0;0
556;0;0
557;0;0
558;0;0
559;0;0
560;0,028;0,003
561;0,271;0,030
562;0,879;0,098
563;1,087;0,121
564;0,956;0,106
565;0,985;0,109
566;1,014;0,113
567;0,707;0,079
568;0,242;0,027
569;0;0
570;0;0
571;0;0
572;0;0
573;0;0
574;0;0
575;0;0
576;0;0
577;0;0
578;0;0
579;0;0
580;0;0
581;0;0
582;0;0
583;0;0
584;0,076;0,008
585;0,996;0,111
586;1,962;0,218
587;2,892;0,321
588;3,250;0,361
589;3,120;0,347
590;3,298;0,366
591;2,721;0,302
592;1,160;0,129
593;0,006;0,001
594;0;0
595;0;0
596;0;0
597;0;0
598;0;0
599;0;0
600;0;0
601;0;0
602;0;0
603;0;0
604;0;0
605;0;0
606;0;0
607;0;0
608;0,085;0,009
609;1,017;0,113
610;2,132;0,237
611;3,006;0,334
612;3,357;0,373
613;3,300;0,367
614;2,864;0,318
615;2,204;0,245
616;0,758;0,084
617;0;0
618;0;0
619;0;0
620;0;0
621;0;0
622;0;0
623;0;0
624;0;0
625;0;0
626;0;0
627;0;0
628;0;0
629;0;0
630;0;0
631;0;0
632;0,020;0,002
633;0,101;0,011
634;0,180;0,020
635;0,243;0,027
636;0,280;0,031
637;0,261;0,029
638;0,216;0,024
639;0,136;0,015
640;0,051;0,006
641;0;0
642;0;0
643;0;0
644;0;0
645;0;0
646;0;0
647;0;0
648;0;0
649;0;0
650;0;0
651;0;0
652;0;0
653;0;0
654;0;0
655;0;0
656;0,027;0,003
657;0,118;0,013
658;0,206;0,023
659;0,448;0,050
660;0,316;0,035
661;2,408;0,268
662;1,885;0,209
663;1,050;0,117
664;0,780;0,087
665;0,006;0,001
666;0;0
667;0;0
668;0;0
669;0;0
670;0;0
671;0;0
672;0;0
673;0;0
674;0;0
675;0;0
676;0;0
677;0;0
678;0;0
679;0;0
680;0,127;0,014
681;1,023;0,114
682;2,022;0,225
683;2,680;0,298
684;2,991;0,332
685;2,950;0,328
686;2,718;0,302
687;1,826;0,203
688;0,777;0,086
689;0,006;0,001
690;0;0
691;0;0
692;0;0
693;0;0
694;0;0
695;0;0
696;0;0
697;0;0
698;0;0
699;0;0
700;0;0
701;0;0
702;0;0
703;0;0
704;0,084;0,009
705;0,715;0,079
706;1,293;0,144
707;1,757;0,195
708;1,953;0,217
709;1,969;0,219
710;1,395;0,155
711;0,937;0,104
712;0,386;0,043
713;0,006;0,001
714;0;0
715;0;0
716;0;0
717;0;0
718;0;0
719;0;0
720;0;0
721;0;0
722;0;0
723;0;0
724;0;0
725;0;0
726;0;0
727;0;0
728;0,075;0,008
729;0,699;0,078
730;1,211;0,135
731;1,654;0,184
732;1,927;0,214
733;1,767;0,196
734;1,482;0,165
735;0,877;0,097
736;0,320;0,036
737;0,006;0,001
738;0;0
739;0;0
740;0;0
741;0;0
742;0;0
743;0;0
744;0;0
745;0;0
746;0;0
747;0;0
748;0;0
749;0;0
750;0;0
751;0;0
752;0,143;0,016
753;1,015;0,113
754;1,933;0,215
755;2,762;0,307
756;2,896;0,322
757;2,824;0,314
758;2,410;0,268
759;1,974;0,219
760;0,726;0,081
761;0,006;0,001
762;0;0
763;0;0
764;0;0
765;0;0
766;0;0
767;0;0
768;0;0
769;0;0
770;0;0
771;0;0
772;0;0
773;0;0
774;0;0
775;0;0
776;0,206;0,023
777;1,000;0,111
778;2,029;0,225
779;2,185;0,243
780;2,714;0,302
781;3,826;0,425
782;3,618;0,402
783;2,658;0,295
784;0,805;0,089
785;0,006;0,001
786;0;0
787;0;0
788;0;0
789;0;0
790;0;0
791;0;0
792;0;0
793;0;0
794;0;0
795;0;0
796;0;0
797;0;0
798;0;0
799;0;0
800;0,315;0,035
801;1,271;0,141
802;2,514;0,279
803;3,472;0,386
804;4,286;0,476
805;4,178;0,464
806;3,588;0,399
807;2,739;0,304
808;1,404;0,156
809;0,019;0,002
810;0;0
811;0;0
812;0;0
813;0;0
814;0;0
815;0;0
816;0;0
817;0;0
818;0;0
819;0;0
820;0;0
821;0;0
822;0;0
823;0;0
824;0,243;0,027
825;0,278;0,031
826;2,440;0,271
827;4,200;0,467
828;2,881;0,320
829;2,132;0,237
830;1,543;0,171
831;0,653;0,073
832;0,350;0,039
833;0,020;0,002
834;0;0
835;0;0
836;0;0
837;0;0
838;0;0
839;0;0
840;0;0
841;0;0
842;0;0
843;0;0
844;0;0
845;0;0
846;0;0
847;0;0
848;0,235;0,026
849;0,605;0,067
850;1,031;0,115
851;2,085;0,232
852;2,238;0,249
853;1,368;0,152
854;3,066;0,341
855;3,323;0,369
856;1,619;0,180
857;0,043;0,005
858;0;0
859;0;0
860;0;0
861;0;0
862;0;0
863;0;0
864;0;0
865;0;0
866;0;0
867;0;0
868;0;0
869;0;0
870;0;0
871;0;0
872;0,042;0,005
873;0,133;0,015
874;0,230;0,026
875;0,293;0,033
876;0,329;0,037
877;2,834;0,315
878;2,392;0,266
879;1,696;0,188
880;0,813;0,090
881;0,012;0,001
882;0;0
883;0;0
884;0;0
885;0;0
886;0;0
887;0;0
888;0;0
889;0;0
890;0;0
891;0;0
892;0;0
893;0;0
894;0;0
895;0;0
896;0,278;0,031
897;0,933;0,104
898;1,488;0,165
899;1,851;0,206
900;2,022;0,225
901;2,049;0,228
902;1,587;0,176
903;0,902;0,100
904;0,441;0,049
905;0,012;0,001
906;0;0
907;0;0
908;0;0
909;0;0
910;0;0
911;0;0
912;0;0
913;0;0
914;0;0
915;0;0
916;0;0
917;0;0
918;0;0
919;0;0
920;0,137;0,015
921;0,292;0,032
922;0,531;0,059
923;0,492;0,055
924;0,320;0,036
925;3,295;0,366
926;3,102;0,345
927;2,204;0,245
928;1,090;0,121
929;0,035;0,004
930;0;0
931;0;0
932;0;0
933;0;0
934;0;0
935;0;0
936;0;0
937;0;0
938;0;0
939;0;0
940;0;0
941;0;0
942;0;0
943;0;0
944;0,157;0,017
945;0,859;0,095
946;0,918;0,102
947;1,225;0,136
948;3,364;0,374
949;3,868;0,430
950;2,552;0,284
951;3,333;0,370
952;1,174;0,130
953;0,044;0,005
954;0;0
955;0;0
956;0;0
957;0;0
958;0;0
959;0;0
960;0;0
961;0;0
962;0;0
963;0;0
964;0;0
965;0;0
966;0;0
967;0;0
968;0,052;0,006
969;0,146;0,016
970;1,108;0,123
971;2,089;0,232
972;2,354;0,262
973;2,222;0,247
974;2,099;0,233
975;1,202;0,134
976;0,092;0,010
977;0,013;0,001
978;0;0
979;0;0
980;0;0
981;0;0
982;0;0
983;0;0
984;0;0
985;0;0
986;0;0
987;0;0
988;0;0
989;0;0
990;0;0
991;0;0
992;0,472;0,052
993;1,639;0,182
994;3,010;0,334
995;3,943;0,438
996;4,455;0,495
997;4,313;0,479
998;3,506;0,390
999;2,828;0,314
1000;1,631;0,181
1001;0,067;0,007
1002;0;0
1003;0;0
1004;0;0
1005;0;0
1006;0;0
1007;0;0
1008;0;0
1009;0;0
1010;0;0
1011;0;0
1012;0;0
1013;0;0
1014;0;0
1015;0;0
1016;0,517;0,057
1017;1,894;0,210
1018;3,383;0,376
1019;4,547;0,505
1020;5,183;0,576
1021;5,286;0,587
1022;4,738;0,526
1023;3,613;0,401
1024;2,059;0,229
1025;0,061;0,007
1026;0;0
1027;0;0
1028;0;0
1029;0;0
1030;0;0
1031;0;0
1032;0;0
1033;0;0
1034;0;0
1035;0;0
1036;0;0
1037;0;0
1038;0;0
1039;0;0
1040;0,530;0,059
1041;1,922;0,214
1042;2,799;0,311
1043;3,773;0,419
1044;3,527;0,392
1045;3,780;0,420
1046;2,988;0,332
1047;2,521;0,280
1048;1,754;0,195
1049;0,100;0,011
1050;0;0
1051;0;0
1052;0;0
1053;0;0
1054;0;0
1055;0;0
1056;0;0
1057;0;0
1058;0;0
1059;0;0
1060;0;0
1061;0;0
1062;0;0
1063;0;0
1064;0,540;0,060
1065;1,884;0,209
1066;3,331;0,370
1067;4,436;0,493
1068;4,677;0,520
1069;4,537;0,504
1070;3,909;0,434
1071;2,846;0,316
1072;1,588;0,176
1073;0,059;0,007
1074;0;0
1075;0;0
1076;0;0
1077;0;0
1078;0;0
1079;0;0
1080;0;0
1081;0;0
1082;0;0
1083;0;0
1084;0;0
1085;0;0
1086;0;0
1087;0;0
1088;0,426;0,047
1089;1,944;0,216
1090;2,784;0,309
1091;3,176;0,353
1092;3,228;0,359
1093;4,051;0,450
1094;2,447;0,272
1095;3,616;0,402
1096;1,744;0,194
1097;0,076;0,008
1098;0;0
1099;0;0
1100;0;0
1101;0;0
1102;0;0
1103;0;0
1104;0;0
1105;0;0
1106;0;0
1107;0;0
1108;0;0
1109;0;0
1110;0;0
1111;0,020;0,002
1112;0,664;0,074
1113;0,662;0,074
1114;0,331;0,037
1115;3,288;0,365
1116;2,549;0,283
1117;2,436;0,271
1118;3,996;0,444
1119;3,262;0,362
1120;1,323;0,147
1121;0,145;0,016
1122;0;0
1123;0;0
1124;0;0
1125;0;0
1126;0;0
1127;0;0
1128;0;0
1129;0;0
1130;0;0
1131;0;0
1132;0;0
1133;0;0
1134;0;0
1135;0,006;0,001
1136;0,572;0,064
1137;1,620;0,180
1138;2,413;0,268
1139;3,529;0,392
1140;3,412;0,379
1141;3,386;0,376
1142;2,761;0,307
1143;2,231;0,248
1144;1,256;0,140
1145;0,084;0,009
1146;0;0
1147;0;0
1148;0;0
1149;0;0
1150;0;0
1151;0;0
1152;0;0
1153;0;0
1154;0;0
1155;0;0
1156;0;0
1157;0;0
1158;0;0
1159;0,013;0,001
1160;0,674;0,075
1161;2,041;0,227
1162;3,353;0,373
1163;4,345;0,483
1164;4,643;0,516
1165;4,686;0,521
1166;4,292;0,477
1167;3,345;0,372
1168;1,982;0,220
1169;0,100;0,011
1170;0;0
1171;0;0
1172;0;0
1173;0;0
1174;0;0
1175;0;0
1176;0;0
1177;0;0
1178;0;0
1179;0;0
1180;0;0
1181;0;0
1182;0;0
1183;0,006;0,001
1184;0,084;0,009
1185;0,197;0,022
1186;0,305;0,034
1187;1,550;0,172
1188;1,297;0,144
1189;6,433;0,715
1190;3,455;0,384
1191;3,265;0,363
1192;0,193;0,021
1193;0,034;0,004
1194;0;0
1195;0;0
1196;0;0
1197;0;0
1198;0;0
1199;0;0
1200;0;0
1201;0;0
1202;0;0
1203;0;0
1204;0;0
1205;0;0
1206;0;0
1207;0,006;0,001
1208;0,407;0,045
1209;1,146;0,127
1210;1,765;0,196
1211;2,164;0,240
1212;2,537;0,282
1213;2,462;0,274
1214;2,001;0,222
1215;1,635;0,182
1216;0,941;0,105
1217;0,108;0,012
1218;0;0
1219;0;0
1220;0;0
1221;0;0
1222;0;0
1223;0;0
1224;0;0
1225;0;0
1226;0;0
1227;0;0
1228;0;0
1229;0;0
1230;0;0
1231;0,006;0,001
1232;0,193;0,021
1233;0,476;0,053
1234;0,779;0,087
1235;1,040;0,116
1236;1,077;0,120
1237;1,017;0,113
1238;0,881;0,098
1239;0,576;0,064
1240;0,335;0,037
1241;0,034;0,004
1242;0;0
1243;0;0
1244;0;0
1245;0;0
1246;0;0
1247;0;0
1248;0;0
1249;0;0
1250;0;0
1251;0;0
1252;0;0
1253;0;0
1254;0;0
1255;0,067;0,007
1256;0,727;0,081
1257;2,053;0,228
1258;0,285;0,032
1259;1,102;0,122
1260;2,144;0,238
1261;3,086;0,343
1262;5,287;0,587
1263;2,248;0,250
1264;0,629;0,070
1265;0,066;0,007
1266;0;0
1267;0;0
1268;0;0
1269;0;0
1270;0;0
1271;0;0
1272;0;0
1273;0;0
1274;0;0
1275;0;0
1276;0;0
1277;0;0
1278;0;0
1279;0,013;0,001
1280;0,782;0,087
1281;2,250;0,250
1282;3,052;0,339
1283;3,891;0,432
1284;4,199;0,467
1285;4,447;0,494
1286;3,828;0,425
1287;2,904;0,323
1288;2,162;0,240
1289;0,821;0,091
1290;0;0
1291;0;0
1292;0;0
1293;0;0
1294;0;0
1295;0;0
1296;0;0
1297;0;0
1298;0;0
1299;0;0
1300;0;0
1301;0;0
1302;0;0
1303;0,028;0,003
1304;0,891;0,099
1305;2,336;0,260
1306;3,794;0,422
1307;4,879;0,542
1308;5,439;0,604
1309;5,445;0,605
1310;4,926;0,547
1311;3,898;0,433
1312;2,398;0,266
1313;0,834;0,093
1314;0;0
1315;0;0
1316;0;0
1317;0;0
1318;0;0
1319;0;0
1320;0;0
1321;0;0
1322;0;0
1323;0;0
1324;0;0
1325;0;0
1326;0;0
1327;0,013;0,001
1328;0,354;0,039
1329;0,429;0,048
1330;0,524;0,058
1331;1,296;0,144
1332;0,756;0,084
1333;2,773;0,308
1334;1,980;0,220
1335;1,484;0,165
1336;1,112;0,124
1337;0,591;0,066
1338;0;0
1339;0;0
1340;0;0
1341;0;0
1342;0;0
1343;0;0
1344;0;0
1345;0;0
1346;0;0
1347;0;0
1348;0;0
1349;0;0
1350;0;0
1351;0,035;0,004
1352;0,712;0,079
1353;1,634;0,182
1354;2,757;0,306
1355;2,497;0,277
1356;2,096;0,233
1357;2,709;0,301
1358;2,561;0,285
1359;1,275;0,142
1360;0,376;0,042
1361;0,903;0,100
1362;0;0
1363;0;0
1364;0;0
1365;0;0
1366;0;0
1367;0;0
1368;0;0
1369;0;0
1370;0;0
1371;0;0
1372;0;0
1373;0;0
1374;0;0
1375;0,013;0,001
1376;0,260;0,029
1377;0,658;0,073
1378;0,874;0,097
1379;1,032;0,115
1380;1,261;0,140
1381;1,301;0,145
1382;0,951;0,106
1383;0,862;0,096
1384;0,541;0,060
1385;0,100;0,011
1386;0;0
1387;0;0
1388;0;0
1389;0;0
1390;0;0
1391;0;0
1392;0;0
1393;0;0
1394;0;0
1395;0;0
1396;0;0
1397;0;0
1398;0;0
1399;0,043;0,005
1400;0,805;0,089
1401;1,660;0,184
1402;2,847;0,316
1403;2,685;0,298
1404;2,766;0,307
1405;2,483;0,276
1406;2,385;0,265
1407;1,903;0,211
1408;2,002;0,222
1409;0,934;0,104
1410;0;0
1411;0;0
1412;0;0
1413;0;0
1414;0;0
1415;0;0
1416;0;0
1417;0;0
1418;0;0
1419;0;0
1420;0;0
1421;0;0
1422;0;0
1423;0,012;0,001
1424;0,091;0,010
1425;1,106;0,123
1426;1,066;0,118
1427;3,357;0,373
1428;5,127;0,570
1429;5,671;0,630
1430;3,645;0,405
1431;0,244;0,027
1432;0,140;0,016
1433;0,042;0,005
1434;0;0
1435;0;0
1436;0;0
1437;0;0
1438;0;0
1439;0;0
1440;0;0
1441;0;0
1442;0;0
1443;0;0
1444;0;0
1445;0;0
1446;0;0
1447;0,066;0,007
1448;1,030;0,114
1449;2,517;0,280
1450;3,868;0,430
1451;4,795;0,533
1452;5,280;0,587
1453;5,179;0,575
1454;4,677;0,520
1455;3,763;0,418
1456;2,410;0,268
1457;0,923;0,103
1458;0;0
1459;0;0
1460;0;0
1461;0;0
1462;0;0
1463;0;0
1464;0;0
1465;0;0
1466;0;0
1467;0;0
1468;0;0
1469;0;0
1470;0;0
1471;0,075;0,008
1472;1,118;0,124
1473;2,574;0,286
1474;3,916;0,435
1475;4,979;0,553
1476;5,463;0,607
1477;5,578;0,620
1478;4,983;0,554
1479;4,093;0,455
1480;2,623;0,291
1481;1,050;0,117
1482;0;0
1483;0;0
1484;0;0
1485;0;0
1486;0;0
1487;0;0
1488;0;0
1489;0;0
1490;0;0
1491;0;0
1492;0;0
1493;0;0
1494;0;0
1495;0,092;0,010
1496;1,204;0,134
1497;2,797;0,311
1498;4,239;0,471
1499;5,333;0,593
1500;5,913;0,657
1501;5,952;0,661
1502;5,439;0,604
1503;4,388;0,488
1504;2,926;0,325
1505;1,183;0,131
1506;0;0
1507;0;0
1508;0;0
1509;0;0
1510;0;0
1511;0;0
1512;0;0
1513;0;0
1514;0;0
1515;0;0
1516;0;0
1517;0;0
1518;0;0
1519;0,100;0,011
1520;1,212;0,135
1521;2,692;0,299
1522;4,060;0,451
1523;5,203;0,578
1524;5,668;0,630
1525;5,668;0,630
1526;5,103;0,567
1527;4,057;0,451
1528;2,666;0,296
1529;1,116;0,124
1530;0;0
1531;0;0
1532;0;0
1533;0;0
1534;0;0
1535;0;0
1536;0;0
1537;0;0
1538;0;0
1539;0;0
1540;0;0
1541;0;0
1542;0;0
1543;0,127;0,014
1544;1,163;0,129
1545;2,514;0,279
1546;3,665;0,407
1547;4,498;0,500
1548;5,514;0,613
1549;5,141;0,571
1550;4,578;0,509
1551;3,995;0,444
1552;2,714;0,302
1553;0,996;0,111
1554;0,006;0,001
1555;0;0
1556;0;0
1557;0;0
1558;0;0
1559;0;0
1560;0;0
1561;0;0
1562;0;0
1563;0;0
1564;0;0
1565;0;0
1566;0;0
1567;0,128;0,014
1568;1,223;0,136
1569;2,307;0,256
1570;3,317;0,369
1571;3,645;0,405
1572;3,867;0,430
1573;3,921;0,436
1574;3,277;0,364
1575;2,496;0,277
1576;1,701;0,189
1577;0,609;0,068
1578;0,006;0,001
1579;0;0
1580;0;0
1581;0;0
1582;0;0
1583;0;0
1584;0;0
1585;0;0
1586;0;0
1587;0;0
1588;0;0
1589;0;0
1590;0;0
1591;0,155;0,017
1592;1,272;0,141
1593;2,567;0,285
1594;3,633;0,404
1595;4,431;0,492
1596;4,765;0,530
1597;4,649;0,517
1598;4,023;0,447
1599;3,070;0,341
1600;1,886;0,210
1601;0,758;0,084
1602;0,006;0,001
1603;0;0
1604;0;0
1605;0;0
1606;0;0
1607;0;0
1608;0;0
1609;0;0
1610;0;0
1611;0;0
1612;0;0
1613;0;0
1614;0;0
1615;0,170;0,019
1616;1,431;0,159
1617;2,941;0,327
1618;4,298;0,478
1619;5,175;0,575
1620;5,647;0,627
1621;5,625;0,625
1622;5,029;0,559
1623;4,033;0,448
1624;2,712;0,301
1625;1,233;0,137
1626;0,006;0,001
1627;0;0
1628;0;0
1629;0;0
1630;0;0
1631;0;0
1632;0;0
1633;0;0
1634;0;0
1635;0;0
1636;0;0
1637;0;0
1638;0;0
1639;0,193;0,021
1640;1,563;0,174
1641;3,194;0,355
1642;4,613;0,513
1643;5,706;0,634
1644;6,277;0,697
1645;6,300;0,700
1646;5,766;0,641
1647;4,751;0,528
1648;3,304;0,367
1649;1,598;0,178
1650;0,006;0,001
1651;0;0
1652;0;0
1653;0;0
1654;0;0
1655;0;0
1656;0;0
1657;0;0
1658;0;0
1659;0;0
1660;0;0
1661;0;0
1662;0;0
1663;0,333;0,037
1664;1,471;0,163
1665;2,931;0,326
1666;3,996;0,444
1667;4,974;0,553
1668;5,458;0,606
1669;5,288;0,588
1670;4,501;0,500
1671;3,599;0,400
1672;2,393;0,266
1673;1,082;0,120
1674;0,006;0,001
1675;0;0
1676;0;0
1677;0;0
1678;0;0
1679;0;0
1680;0;0
1681;0;0
1682;0;0
1683;0;0
1684;0;0
1685;0;0
1686;0;0
1687;0,339;0,038
1688;1,346;0,150
1689;2,543;0,283
1690;3,558;0,395
1691;4,261;0,473
1692;4,485;0,498
1693;4,184;0,465
1694;3,676;0,408
1695;2,952;0,328
1696;1,846;0,205
1697;0,714;0,079
1698;0,006;0,001
1699;0;0
1700;0;0
1701;0;0
1702;0;0
1703;0;0
1704;0;0
1705;0;0
1706;0;0
1707;0;0
1708;0;0
1709;0;0
1710;0;0
1711;0,487;0,054
1712;1,797;0,200
1713;3,235;0,359
1714;5,103;0,567
1715;6,297;0,700
1716;7,486;0,832
1717;7,484;0,832
1718;6,505;0,723
1719;5,264;0,585
1720;2,977;0,331
1721;1,092;0,121
1722;0,006;0,001
1723;0;0
